brand,name,addr:housenumber,addr:street,addr:city,addr:state,addr:postcode,phone,website,lat,lon,coming_soon,source_url
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/89-shrewsbury,,,,https://www.justsalad.com/location/89-shrewsbury
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/9-new-york,,,,https://www.justsalad.com/location/9-new-york
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/90-plantation,,,,https://www.justsalad.com/location/90-plantation
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/91-boston,,,,https://www.justsalad.com/location/91-boston
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/92-queens,,,,https://www.justsalad.com/location/92-queens
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/93-new-york,,,,https://www.justsalad.com/location/93-new-york
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/94-clifton,,,,https://www.justsalad.com/location/94-clifton
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/95-bayside,,,,https://www.justsalad.com/location/95-bayside
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/96-delray-beach,,,,https://www.justsalad.com/location/96-delray-beach
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/97-port-washington,,,,https://www.justsalad.com/location/97-port-washington
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/98-norwalk,,,,https://www.justsalad.com/location/98-norwalk
Just Salad,{{location_name}},"{{address_1}} {{address_2}} {{city}} ,Â {{state}} Â {{zipcode}}",,,,,,https://www.justsalad.com/location/99-freehold,,,,https://www.justsalad.com/location/99-freehold
